Nome,Latitude,Longitude,Altitude,Informação extra,Lote
Estação de São João das Craveiras,38.668068,-8.585568,111,,1700
Estação de São João do Estoril,38.701174,-9.385756,23,,1700
Estação de São Pedro do Estoril,38.69543,-9.371962,20,,1700
Estação de Sapataria,38.968911,-9.199288,183,,2000
Estação de Seiça-Ourém,39.678404,-8.507983,116,,1800
Estação de Sete Rios,38.740248,-9.166499,65,,1700
Estação de Setil,39.113635,-8.777917,8,,1700
Estação de Setúbal,38.531085,-8.885017,11,,1500
Estação de Sevilha-Santa Justa,37.393095,-5.973690,10,,200
Estação de Silves,37.175774,-8.440459,52,,400
Estação de Simões,40.010899,-8.633536,35,,2000
Estação de Sintra,38.799269,-9.385375,202,,1700
Estação de Soudos - Vila Nova,39.542884,-8.471611,81,,1700
Estação de Soure,40.055016,-8.639487,22,,2000
Estação de Tancos,39.461249,-8.395321,28,,2000
Estação de Tavira,37.121088,-7.655511,28,,200
Estação de Torres Vedras,39.092731,-9.25429,33,,2000
Estação de Tramagal,39.46037,-8.247915,47,,2000
Estação de Valdebebas,40.482421,-3.616405,663,,1500
Estação de Vale de Figueira,39.313765,-8.629973,49,,1700
Estação de Vale de Santarém,39.18838,-8.723838,11,,1700
Estação de Venda do Alcaide,38.606145,-8.888518,46,,1500
Estação de Vermoil,39.850875,-8.652284,113,,2000
Estação de Vila Franca de Xira,38.955829,-8.985976,4,,1700
Estação de Vila Nova da Rainha,39.036397,-8.927994,6,,1700
Estação de Vila Nova de Anços,40.107659,-8.637847,8,,2000
Estação de Villanueva de Córdoba-Los Pedroches,38.255361,-4.571441,612,,1500
Estação de Virtudes,39.086533,-8.828004,9,,1700
Estação de Zibreira,39.005995,-9.183484,125,,2000
Estação do Barreiro,38.652861,-9.079340,2,,1700
Estação do Carregado,39.005516,-8.953622,5,,1700
Estação do Entroncamento,39.461648,-8.473747,35,,1700
Estação do Estoril,38.703228,-9.398527,10,,1700
Estação do Lavradio,38.661790,-9.058196,11,,1700
Estação do Pragal,38.666067,-9.179738,56,,1700
Estação do Rossio,38.714552,-9.141884,25,,1700
Estação Encarnação,38.774940,-9.115523,62,,1700
Estação Moscavide,38.774716,-9.102718,29,,1700
Estádio Algarve,37.08825,-7.974713,47,,300
Estádio Nuevo Colombino,37.246571,-6.954019,4,,2100
Estepa,37.291665,-4.877462,520,,700
Estoi,37.094233,-7.895173,110,,300
Estômbar,37.146234,-8.485166,24,,500
"Estrela, Moura",38.268534,-7.388922,163,,800
EX-A2 - Fim,38.968825,-5.817421,293,,1200
EX-A2 - Saída 6,39.106409,-5.898604,275,,1100
EX-A2 - Saída 8,39.088456,-5.891802,265,,1200
EX-A2 - Saída 15,39.029984,-5.871028,250,,1200
EX-A2 - Saída 20,38.991471,-5.85974,250,,1200
EX-A2 - Saída 23,38.982628,-5.828538,268,,1200
Faro - Avenida Calouste Gulbenkian,37.025699,-7.93572,30,,300
Faro - São Pedro,37.018508,-7.935332,10,,200
Faro - Sé,37.018561,-7.921867,20,,200
Ferragudo,37.122789,-8.519334,28,,500
Ferreira do Alentejo,38.058810,-8.115951,138,,800
Ferreiras,37.127063,-8.243894,74,,400
Flecha del Rompido,37.209526,-7.105153,5,Marismas del Río Piedras y Flecha del Rompido,1900
Fóia,37.315850,-8.596604,902,,500
Fonte Benémola,37.205717,-8.003217,142,Fonte Benémola,400
Fonte do Penedo,37.328374,-7.471413,100,,50
Fonte Zambujo,37.418809,-7.579482,225,,400
Fonte Zambujo de Baixo,37.414693,-7.585233,209,,400
Fonte Zambujo de Cima,37.423578,-7.57889,240,,400
Formoa,37.554394,-7.540005,50,Parque Natural do Vale do Guadiana,600
Forum Algarve,37.028857,-7.944702,6,,300
Foz de Odeleite,37.354951,-7.44231,18,,10
Fronteira Espanha-Gibraltar - Lado de Gibraltar,36.154746,-5.348576,4,,1200
Fronteira Espanha-Gibraltar - Lado espanhol,36.155424,-5.348380,3,,1200
Furnazinhas,37.362947,-7.57395,180,,30
Fuseta,37.055108,-7.746517,6,,100
Gare do Oriente,38.767983,-9.099004,6,,1700
Gelves,37.340953,-6.02616,6,,400
Gibraleón,37.375423,-6.968658,27,,200
Giões,37.471661,-7.695203,205,,30
GR-30 - Saída 1,37.262213,-3.65917,690,,1400
GR-30 - Saída 2,37.248385,-3.655862,687,,1500
GR-30 - Saída 4,37.235597,-3.644895,677,,1400
GR-30 - Saída 5,37.228949,-3.637817,669,,1500
GR-30 - Saída 6,37.220194,-3.628195,674,,1500
GR-30 - Saída 7,37.210347,-3.624272,678,,1500
GR-30 - Saída 9,37.195667,-3.631816,646,,1500
GR-30 - Saída 11,37.182597,-3.624427,645,,1500
GR-30 - Saída 12,37.176203,-3.614357,654,,1500
GR-30 - Saída 13,37.167395,-3.610397,654,,1500
GR-30 - Saída 15,37.157229,-3.612846,659,,1500
GR-30 - Saída 18,37.122812,-3.616461,696,,1500
GR-30 - Saída 21,37.104114,-3.638823,747,,1500
GR-30 - Saída 23,37.085161,-3.64814,768,,1500
Grândola,38.176890,-8.565237,99,,800
Guadix,37.300661,-3.134869,918,,1800
Guerreiros do Rio,37.396353,-7.446837,18,,1
Guia,37.126255,-8.298924,53,,400
H-30 - Centro Comercial,37.273625,-6.918888,18,,1900
H-30 - Paseo Marítimo,37.284328,-6.945687,5,,1900
H-30 - Saída 8,37.283731,-6.935141,29,,1900
H-30 - Saída 9,37.281971,-6.9278,23,,1900
H-30 - Saída 11A,37.270270,-6.917136,11,,2000
H-30 - Saída 11B,37.265481,-6.918457,5,,2000
H-30 - Saída 12,37.260068,-6.920435,6,,2000
H-30 - Saída 15,37.245468,-6.943772,10,,2000
H-30 - Saída 18,37.214127,-6.939009,7,,2000
H-31 - Fim,37.273059,-6.927974,25,,2000
H-31 - Saída 80,37.308308,-6.892289,9,,200
Hangares,36.985922,-7.855092,3,Ria Formosa - Ilha da Culatra,200
Hortas,37.18847,-7.444839,4,,100
"Hospital Infanta Elena, Huelva",37.280248,-6.912225,27,,2100
Hospital Universitário Juan Ramón Jiménez,37.279930,-6.926590,23,,2100
Hospital Vázquez Díaz,37.279639,-6.921097,33,,2100
"Humilladero de la Cinta, Huelva",37.279285,-6.947822,5,,2100
IC1 - Cruzamento com a N124,37.250919,-8.272591,105,,400
IC1 - Cruzamento com a N263,37.787552,-8.327132,115,,800
IC1 - Fim,37.128002,-8.257777,83,,400
IC19 - Palácio de Queluz,38.748355,-9.256257,92,,1400
IC19 - Saída 2,38.739977,-9.214261,131,,1400
IC19 - Saída 2A,38.741668,-9.223941,139,,1400
IC19 - Saída 3,38.744958,-9.233011,157,,1400
IC19 - Saída 4,38.748948,-9.247023,112,,1400
IC19 - Saída 5,38.747642,-9.264100,90,,1400
IC19 - Saída 7,38.748961,-9.282510,116,,1400
IC19 - Saída 8,38.761583,-9.295849,107,,1400
IC19 - Saída 9,38.765912,-9.301356,127,,1400
IC19 - Saída 10,38.768019,-9.315417,149,,1400
IC19 - Saída 11,38.776998,-9.323070,133,,1400
IC19 - Saída 12,38.777936,-9.333993,155,,1400
IC19 - Saída 13,38.777735,-9.350421,179,,1400
IC23 - Avenida da Boavista Nascente,41.158300,-8.647111,54,,1700
IC23 - Avenida da Boavista Poente,41.164128,-8.647982,55,,1700
IC23 - Campanhã,41.153956,-8.582286,64,,1600
IC23 - Campo Alegre,41.151697,-8.642542,65,,1700
IC23 - Cruzamento com a N14,41.173444,-8.622243,101,,1600
IC23 - Estádio do Dragão,41.163865,-8.581615,105,,1600
IC23 - Nó das Antas,41.167624,-8.587980,150,,1600
IC23 - Paranhos,41.171594,-8.604412,119,,1600
IC23 - Rua do Amial,41.174506,-8.613425,116,,1600
IC27 - Fim,37.478582,-7.556871,187,,20
IC27 - Início,37.234635,-7.447468,7,,100
IC27 - Saída 1,37.24199,-7.454785,53,,100
IC27 - Saída 2,37.29307,-7.487294,113,,100
IC27 - Saída 3,37.315314,-7.48781,118,,100
IC27 - Saída 4,37.334783,-7.492552,68,,50
IC27 - Saída 5,37.358173,-7.517545,148,,20
IC27 - Saída 6,37.400166,-7.524631,116,,20
IC27 - Saída 7,37.430967,-7.532168,222,,20
IES La Rábida,37.263715,-6.948550,46,,2100
Ilha da Armona,37.019218,-7.802199,4,Ria Formosa - Ilha da Armona,200
Ilha do Farol,36.975104,-7.864938,2,Ria Formosa - Ilha da Culatra,200
Ilha do Pessegueiro,37.833390,-8.797625,20,Parque Natural do Sudoeste Alentejano e Costa Vicentina,1500
Intu Xanadú,40.299420,-3.926128,619,,1300
IP2 - Saída 38,38.252942,-7.784170,310,,800
IP2 - Saída 39,38.220461,-7.796944,219,,800
IP2 - Saída 40,38.200254,-7.800399,183,,800
IP2 - Saída 41,38.156624,-7.828779,177,,700
IP2 - Saída 42,37.971947,-7.874439,210,,700
IP2 - Saída 43,37.930155,-7.871403,197,,700
IP2 - Saída 44,37.910445,-7.871843,171,,100
IP2 - Saída 45,37.893073,-7.895861,180,,700
IP2 - Saída 46,37.863947,-7.952393,144,,700
IP2 - Saída 47,37.835534,-7.964623,163,,700
IP2 - Saída 48,37.708535,-8.084835,237,,700
IP2 - Saída 49,37.694831,-8.098677,217,,700
IP2 - Saída 50,37.677564,-8.137201,231,,700
IP8 - Cruzamento com a N261,38.044408,-8.735949,79,,1500
IP8 - Cruzamento com a N261-1,38.198078,-8.612951,139,,1500
IP8 - Cruzamento com a N261-2,38.155074,-8.649418,279,,1500
IP8 - Início,37.939691,-8.830744,26,,1100
Isla Cristina,37.199897,-7.322322,3,,200
Islantilla,37.206800,-7.233227,7,,1800
Junqueira,37.254084,-7.470771,17,,100
La Antilla,37.207655,-7.213389,5,,1800
La Carlota,37.670755,-4.935385,214,,700
La Línea de la Concepción - Centro da cidade,36.168163,-5.348955,7,,1200
La Puebla de Cazalla,37.222950,-5.313653,173,,700
La Redondela,37.221652,-7.270415,9,,1500
Lagoa,37.135183,-8.452517,53,,500
Lagoa de Santo André,38.102910,-8.790820,2,Reserva Natural das Lagoas de Santo André e da Sancha,1500
Lagos,37.101359,-8.672518,10,,500
Laranjeiras,37.403058,-7.457947,10,,10
Lepe,37.255024,-7.20303,21,,200
Livramento,37.074243,-7.732431,10,,200
Lombardos,37.587178,-7.642559,123,Parque Natural do Vale do Guadiana,600
Loulé,37.138646,-8.020993,176,,400
Luz de Tavira,37.092083,-7.704389,33,,200
"Luz, Lagos",37.086444,-8.730622,28,,500
Luzianes,37.586656,-8.491707,109,,700
M-11 - Saída 1,40.483587,-3.663497,702,,1600
M-14 - T1-T2-T3 Norte,40.473276,-3.574267,605,,2000
M-14 - T1-T2-T3 Sul,40.462608,-3.575547,606,,2000
M-30 - Calle de San Pol de Mar,40.423108,-3.727992,581,,1400
M-30 - Glorieta de José Moñino,40.483893,-3.699504,690,,1600
M-30 - Glorieta de las Reales Academias,40.481928,-3.705131,684,,1600
M-30 - Glorieta José Francisco de Isla,40.480284,-3.712910,676,,1600
M-30 - Palacio de la Moncloa,40.444793,-3.739612,589,,1600
M-30 - Plaza Juan Pablo Forner,40.481012,-3.709469,681,,1600
M-30 - Saída 2,40.472937,-3.673162,705,,1600
M-30 - Saída 2A-B-C,40.466701,-3.668462,702,,1600
M-30 - Saída 3,40.460089,-3.664856,697,,1600
M-30 - Saída 4,40.451716,-3.662929,677,,1600
M-30 - Saída 5B-6A,40.437937,-3.659387,660,,1600
M-30 - Saída 6A-B,40.431375,-3.660708,655,,1600
M-30 - Saída 6B,40.425634,-3.659861,639,,1600
M-30 - Saída 8,40.412052,-3.662208,615,,1600
M-30 - Saída 10,40.395024,-3.672495,586,,1400
M-30 - Saída 11,40.392337,-3.676432,587,,1400
M-30 - Saída 13,40.385892,-3.694348,562,,1400
M-30 - Saída 15,40.399422,-3.714172,568,,1400
M-30 - Saída 16,40.404069,-3.722659,569,,1400
M-30 - Saída 17,40.409857,-3.721954,571,,1400
M-30 - Saída 19,40.430754,-3.737116,586,,1600
M-30 - Saída 20,40.434573,-3.738307,592,,1600
M-30 - Saída 23B,40.461949,-3.746881,589,,2000
M-30 - Saída 24,40.468845,-3.749971,600,,1600
M-30 - Saída 25,40.473612,-3.749846,602,,1600
M-30 - Saída 26,40.473056,-3.735303,628,,1600
M-30 - Saída 27,40.472889,-3.728381,634,,1600
M-30 - Saída 31,40.483017,-3.683499,732,,1600
M-40 - Saída 5,40.467995,-3.627747,665,,2000
M-40 - Saída 6,40.463135,-3.623589,658,,2000
M-40 - Saída 7,40.45794,-3.617016,654,,2000
M-40 - Saída 10,40.430070,-3.596803,668,,2000
M-40 - Saída 12,40.417920,-3.610885,674,,2000
M-40 - Saída 14,40.406219,-3.623930,679,,2000
M-40 - Saída 16,40.386095,-3.634217,647,,2000
M-40 - Saída 19A,40.367269,-3.659513,605,,2000
M-40 - Saída 20,40.363666,-3.665316,596,,2000
M-40 - Saída 22,40.362126,-3.684214,568,,2000
M-40 - Saída 23,40.363913,-3.693652,596,,2000
M-40 - Saída 24,40.364327,-3.714177,600,,1800
M-40 - Saída 28A,40.359686,-3.754172,649,,1200
M-40 - Saída 30,40.361907,-3.778569,673,,1400
M-40 - Saída 31,40.362526,-3.791305,682,,1400
M-40 - Saída 38,40.411236,-3.821652,718,,1800
M-40 - Saída 40,40.421993,-3.83137,715,,1800
M-40 - Saída 41,40.441472,-3.831605,697,,1800
M-40 - Saída 45,40.458865,-3.810838,686,,1800
M-40 - Saída 51,40.477598,-3.752122,604,,1800
M-40 - Saída 54,40.500346,-3.721849,660,,1800
M-50 - Saída 53,40.294463,-3.763918,664,,1400
M-50 - Saída 55,40.306091,-3.783378,648,,1400
M-50 - Saída 56,40.311163,-3.796989,663,,1300
M-50 - Saída 58,40.315915,-3.815986,688,,1300
M-50 - Saída 59,40.319318,-3.823440,686,,1300
M-50 - Saída 60,40.323442,-3.836281,675,,1300
M-50 - Saída 62,40.334141,-3.848247,678,,1300
M-50 - Saída 63,40.346919,-3.860505,672,,1300
M-50 - Saída 64,40.351726,-3.861769,681,,1300
M-50 - Saída 65,40.362647,-3.863163,689,,1300
M-50 - Saída 69,40.388927,-3.882903,675,,1300
M-50 - Saída 72,40.418194,-3.886755,671,,1300
M-50 - Saída 79,40.474985,-3.895075,695,,1300
M-50 - Saída 80,40.483190,-3.895329,689,,1300
M-50 - Saída 82,40.502587,-3.896707,709,,1300
M-50 - Saída 83,40.509060,-3.898927,713,,1300
M-607 - Saída 9A,40.490098,-3.698229,722,,1600
MA-20 - Saída 1,36.653179,-4.478648,8,,1200
Mairena del Aljarafe,37.350470,-6.049277,78,,600
Manta Rota,37.167488,-7.520107,6,,100
Mar Shopping Algarve,37.098628,-7.998482,83,,400
Marchena,37.328643,-5.415876,134,,700
Marina de Albufeira,37.084085,-8.267512,4,,500
Marina de Lagos,37.107874,-8.674058,3,,500
Marina de Portimão,37.118834,-8.528009,3,,500
Marismas de Isla Cristina,37.201359,-7.351221,2,,200
Marmeleiro,37.452326,-7.479719,122,,400
Marmelete,37.311379,-8.668884,374,,500
Martim Longo,37.43955,-7.768907,285,,30
Meia Praia,37.116700,-8.646935,3,,500
Melides,38.147665,-8.728276,44,,1500
Menires do Lavajo,37.50142,-7.534983,140,,200
Mértola,37.641575,-7.660828,60,Parque Natural do Vale do Guadiana,40
Mesquita,37.540953,-7.537359,123,Parque Natural do Vale do Guadiana,200
Messejana,37.832113,-8.242402,207,,800
Mexilhoeira da Carregação,37.144388,-8.508279,13,,500
Mexilhoeira Grande,37.158254,-8.614530,41,,500
Mimosa,37.947085,-8.380692,61,,800
Mina de Neves-Corvo,37.573915,-7.971238,212,,700
Mina de Sal-Gema de Loulé,37.134876,-8.007782,196,,400
Mina de São Domingos,37.673647,-7.4984,155,Parque Natural do Vale do Guadiana,100
Mirador del Conquero,37.267696,-6.947781,59,,2100
Miradouro do Caldeirão,37.301705,-7.95039,577,,400
Moinho de Maré El Pintado,37.211487,-7.390102,4,,1500
Moinhos de Vento de Baixo,37.549479,-7.689897,230,,600
Moinhos de Vento de Cima,37.546466,-7.696261,223,,600
Molhe da Compañía de Río Tinto,37.250990,-6.957880,3,,2100
Moncarapacho,37.08519,-7.787652,50,,200
Monchique,37.318032,-8.555812,440,,500
Monte Alto,37.625567,-7.623546,148,Parque Natural do Vale do Guadiana,200
Monte Costa,37.640709,-7.566385,167,Parque Natural do Vale do Guadiana,600
Monte Fernandes,37.620130,-7.620569,128,Parque Natural do Vale do Guadiana,40
Monte Francisco,37.235113,-7.451201,16,,100
Monte Gordo,37.180685,-7.449131,5,,100
Monte Vascão,37.513199,-7.525509,124,,400
Montenegro,37.032185,-7.961368,27,,300
Montes Altos,37.651812,-7.494929,167,,600
Montes Castelhanos,37.257686,-7.472255,26,,300
Montinho,37.425271,-7.514797,215,,300
Montinho das Laranjeiras,37.405647,-7.463037,22,,10
Montinho de Odeleite,37.343914,-7.530219,148,,300
Moreanes,37.646636,-7.559927,148,Parque Natural do Vale do Guadiana,200
Moura,38.141131,-7.450092,182,,800
Murteira de Baixo,37.303901,-7.491383,123,,300
Murteira de Cima,37.306248,-7.494167,130,,300
N125 - Acesso a Estômbar e Ferragudo,37.151972,-8.495598,6,,500
N125 - Acesso à Saída 1 da A22,37.108463,-8.697112,38,,500
N125 - Acesso à Saída 2 da A22,37.139473,-8.663014,21,,500
N125 - Acesso à Saída 3 da A22,37.158630,-8.632365,4,,500
Neves,37.618562,-7.676569,103,Parque Natural do Vale do Guadiana,600
Norte do Sapal de Castro Marim e Vila Real de Santo António,37.24116,-7.426341,1,Sapal de Castro Marim e Vila Real de Santo António,100
Nuevo Portil,37.215610,-7.061446,8,,1900
Odeceixe,37.433106,-8.770232,48,Parque Natural do Sudoeste Alentejano e Costa Vicentina,500
Odeleite,37.334251,-7.487819,33,,50
Odemira,37.596897,-8.640560,36,,600
Odiáxere,37.149293,-8.656241,18,,500
"Odivelas, Ferreira do Alentejo",38.168128,-8.147581,77,,800
Olhão,37.026148,-7.842197,3,,100
Olhos de Água,37.093486,-8.190926,35,,400
Oliva de la Frontera,38.276575,-6.917339,373,,800
Osuna,37.237338,-5.103309,286,,700
Ourique,37.652000,-8.225072,215,,700
Paderne,37.176253,-8.202264,76,,400
Palmeira,37.398627,-7.52961,85,,20
Paradas,37.289675,-5.495479,126,,700
Parchal,37.136550,-8.516689,8,,500
Parque Empresarial de Alcoutim,37.437696,-7.509327,174,,10
Parque Mineiro Cova dos Mouros,37.403339,-7.717642,194,,400
"Parque Moret, Huelva",37.27365,-6.94031,72,,2100
Parque Municipal do Sítio das Fontes,37.161972,-8.485661,6,,500
Parque Temático da Serra do Caldeirão,37.242737,-7.933784,482,,200
"Paseo de Santa María de la Cabeza, Madrid",40.401031,-3.699183,591,,1400
"Paseo del Mediterráneo, La Línea de la Concepción",36.167240,-5.337731,3,,1200
"Paseo Marítimo, Huelva",37.277159,-6.952852,2,,1900
Paymogo,37.740617,-7.343653,174,,600
Pechão,37.057395,-7.872091,45,,300
Pedras de El-Rei,37.093915,-7.678125,13,Ria Formosa,200
Pedrera,37.224808,-4.895464,462,,700
Penha da Águia,37.58407,-7.595603,22,Parque Natural do Vale do Guadiana,40
"Pêra, Silves",37.119993,-8.341489,39,,400
Pereiro,37.446159,-7.596079,237,,30
Pias,38.021189,-7.476690,205,,700
Piçarral,37.295865,-7.477963,98,,100
Picoitos,37.589399,-7.56547,126,Parque Natural do Vale do Guadiana,40
Picota,37.307732,-8.531539,774,,500
Pinares de Lepe,37.227027,-7.212957,43,,1800
Pinhal Novo,38.630126,-8.912986,40,,800
Pista do Aeroporto de Gibraltar,36.151192,-5.348712,3,,1200
Playa Central,37.195447,-7.305476,2,,1800
Playa de Isla Canela,37.173693,-7.377384,4,,200
Plaza de Fray Genaro Prieto,37.25664,-6.93885,21,,2100
Plaza de Ivonne Cazenave,37.26198,-6.94906,25,,2100
"Plaza del Cardenal Cisneros, Madrid",40.439835,-3.726525,635,,2000
"Plaza del Emperador Carlos V, Madrid",40.408702,-3.692018,623,,1800
Plaza del Huerto Paco,37.26677,-6.94304,33,,2100
Poço Barreto,37.164008,-8.388715,43,,400
Polígono Industrial de Ayamonte,37.232794,-7.391258,7,,300
Polígono Industrial Fortiz,37.292135,-6.897049,7,,2100
"Polígono Industrial San Diego, Huelva",37.274569,-6.906082,5,,2100
Polígono Industrial Tartessos,37.308277,-6.876733,11,,2100
Pomarão,37.556289,-7.524924,24,Parque Natural do Vale do Guadiana,40
Ponta da Piedade,37.079472,-8.668779,40,,500
Ponta de Sagres,36.997361,-8.948779,38,Parque Natural do Sudoeste Alentejano e Costa Vicentina,500
Ponte de Alamillo,37.413298,-5.990623,11,,200
Ponte do Centenário,37.349008,-5.993076,1,,200
Ponte Internacional do Baixo Guadiana,37.55509,-7.522702,17,,50
Ponte Internacional do Guadiana,37.237619,-7.419194,0,,100
Porches,37.125932,-8.398577,84,,400
Portela Alta de Baixo,37.307345,-7.507371,159,,100
Portela Alta de Cima,37.311892,-7.509299,167,,300
Portimão - Avenida São Lourenço da Barrosa,37.132888,-8.545175,18,,500
Portimão - Centro histórico,37.140529,-8.536915,8,,500
Portimão - Zona ribeirinha,37.134552,-8.535114,3,,500
Porto Comercial de Portimão,37.127249,-8.530300,3,,500
Porto Covo,37.851199,-8.792533,27,Parque Natural do Sudoeste Alentejano e Costa Vicentina,1100
Porto de Faro,37.003344,-7.918372,2,Ria Formosa,300
Porto de Pesca de Portimão,37.134488,-8.527612,3,,500
Porto de Pesca de Sines,37.952044,-8.873070,4,,1500
Porto de Recreio de Sines,37.950335,-8.865533,0,,1400
Porto de Sines - Terminal XXI,37.936792,-8.845622,5,,1400
Porto de Sines - Terminal de Gás Natural,37.940949,-8.843963,13,,1400
Porto de Sines - Terminal de Granéis Líquidos,37.952320,-8.882514,8,,1500
Porto de Sines - Terminal Multipurpose,37.940331,-8.852208,5,,1400
Porto Interior de Huelva,37.253654,-6.959315,3,,2100
Póvoa de São Miguel,38.225190,-7.334263,205,,800
Pozo del Camino,37.224303,-7.315088,8,,200
Praça de Touros de La Merced,37.265522,-6.951564,5,,2100
Praia da Amoreira,37.349843,-8.844951,6,Parque Natural do Sudoeste Alentejano e Costa Vicentina,500
Praia da Arrifana,37.292325,-8.864630,4,Parque Natural do Sudoeste Alentejano e Costa Vicentina,500
Praia da Barreta,36.964761,-7.872067,2,Ria Formosa - Ilha da Barreta,200
Praia da Boca do Rio,37.066339,-8.808828,3,Parque Natural do Sudoeste Alentejano e Costa Vicentina,500
Praia da Bordeira,37.198304,-8.899774,0,Parque Natural do Sudoeste Alentejano e Costa Vicentina,500
Praia da Cacela Velha,37.15288,-7.542684,0,Ria Formosa - Ilha de Cabanas,200
Praia da Comporta,38.380605,-8.803467,2,,1500
Praia da Cordoama,37.109022,-8.937039,3,Parque Natural do Sudoeste Alentejano e Costa Vicentina,500
Praia da Cova Redonda,37.098722,-8.380841,5,,400
Praia da Falésia,37.086076,-8.167851,0,,400
Praia da Fuseta,37.043291,-7.74484,7,Ria Formosa - Ilha da Armona,200
Praia da Galé,37.082919,-8.319839,3,,400
Praia da Ilha de Tavira,37.110247,-7.620043,4,Ria Formosa - Ilha de Tavira,200
Praia da Marinha,37.089735,-8.412923,3,,500
Praia da Nossa Senhora da Rocha,37.097179,-8.385359,5,,400
Praia da Oura,37.08609,-8.225988,0,,400
Praia da Rocha,37.116398,-8.535407,4,,500
Praia de Benagil,37.087373,-8.425918,5,,500
Praia de Cabanas de Tavira,37.133752,-7.589909,2,Ria Formosa - Ilha de Cabanas,200
Praia de Faro,37.001995,-7.98688,2,Ria Formosa,300
Praia de Melides,38.128686,-8.793418,0,,1500
Praia de Monte Clérigo,37.340872,-8.852814,6,Parque Natural do Sudoeste Alentejano e Costa Vicentina,500
Praia de Odeceixe,37.442107,-8.797797,1,Parque Natural do Sudoeste Alentejano e Costa Vicentina,500
Praia de Santa Eulália,37.087918,-8.214419,0,,400
Praia de São Torpes,37.923976,-8.806044,3,Parque Natural do Sudoeste Alentejano e Costa Vicentina,1100
Praia do Amado,37.167059,-8.902610,3,Parque Natural do Sudoeste Alentejano e Costa Vicentina,500
Praia do Barril,37.086015,-7.662209,4,Ria Formosa - Ilha de Tavira,200
Praia do Carvalho,37.086610,-8.431875,3,,500
Praia do Castelejo,37.099811,-8.945301,4,Parque Natural do Sudoeste Alentejano e Costa Vicentina,500
Praia do Martinhal,37.019065,-8.926126,1,Parque Natural do Sudoeste Alentejano e Costa Vicentina,500
Praia do Vale de Centeanes,37.091274,-8.455695,0,,500
Praia do Vau,37.119854,-8.558968,3,,500
Praia Dona Ana,37.091772,-8.669176,3,,500
Praia dos Alemães,37.084068,-8.237456,0,,400
Praia dos Salgados,37.088645, -8.329042,5,,400
Praia Nova,37.096126,-8.388199,5,,400
Praia Verde,37.173851,-7.479848,4,,100
Puebla de Guzmán,37.613073,-7.246990,197,,600
"Puente Mayorga, San Roque",36.181353,-5.384371,2,,1200
Puerto de la Laja,37.52435,-7.493351,22,,40
Puertollano,38.688087,-4.107529,694,,1500
Punta del Moral,37.189202,-7.34245,4,,200
Punta Umbría,37.183101,-6.967403,8,,2000
Quarteira,37.071868,-8.101996,20,,400
Quatro Águas,37.116418,-7.629095,2,Ria Formosa,200
Quebradas,37.306705,-7.522628,177,,100
Quelfes,37.057613,-7.821595,24,,200
Querença,37.198992,-7.987344,260,,400
Quinta do Lago,37.046156,-8.016172,17,Ria Formosa,400
Quinta do Vale Golf Resort,37.247759,-7.450114,34,,300
R-4 - Saída 1,40.258799,-3.731782,618,,1400
R-4 - Saída 4,40.237318,-3.737709,622,,1400
R-4 - Saída 12,40.181903,-3.709883,655,,1400
R-4 - Saída 22,40.107144,-3.668451,610,,1400
R-4 - Saída 29,40.045687,-3.669120,534,,1400
R-4 - Saída 32,40.022893,-3.652659,487,,1400
R-4 - Saída 38,39.991336,-3.603021,592,,1400
R-5 - Saída 9,40.328095,-3.815693,698,,1200
R-5 - Saída 11,40.305028,-3.844778,643,,1200
R-5 - Saída 20,40.256410,-3.912518,632,,1100
R-5 - Saída 28,40.266825,-4.007996,622,,1100
Radial de Benfica - Acesso a Benfica,38.743536,-9.182800,69,,1600
Ranholas,38.782811,-9.368543,219,,1400
Raposeira,37.083917,-8.889525,63,,500
Refinaria de Gibraltar-San Roque,36.186137,-5.396240,21,,1200
Refinaria de Sines,37.960161,-8.807936,43,,1500
Reitoria da Universidade de Huelva,37.25891,-6.94272,31,,2100
Ribat da Arrifana,37.320309,-8.876302,47,Parque Natural do Sudoeste Alentejano e Costa Vicentina,500
Ribeira do Vascão,37.517739,-7.579242,46,,30
Rocha da Pena,37.250958,-8.096611,314,Rocha da Pena,400
Rogil,37.368765,-8.800275,93,Parque Natural do Sudoeste Alentejano e Costa Vicentina,500
Roncanito,37.571181,-7.621207,150,Parque Natural do Vale do Guadiana,600
Roncão de Baixo,37.564992,-7.610189,160,Parque Natural do Vale do Guadiana,600
Roncão de Cima,37.571849,-7.633122,160,Parque Natural do Vale do Guadiana,600
Roncão do Meio,37.570023,-7.625591,169,Parque Natural do Vale do Guadiana,600
Ronda Urbana Norte de Sevilha - Centro Deportivo Los Mares,37.41672,-5.96976,10,,300
Ronda Urbana Norte de Sevilha - Glorieta Berrocal,37.415941,-5.974321,10,,300
Ronda Urbana Norte de Sevilha - Glorieta de San Lázaro,37.413423,-5.983532,8,,300
Ronda Urbana Norte de Sevilha - Glorieta Olímpica,37.413284,-5.988322,10,,300
Ronda Urbana Norte de Sevilha - Pino Montano,37.417398,-5.965617,11,,300
Ronda Urbana Norte de Sevilha - Poligono Calonge,37.413666,-5.950079,18,,300
Ronda Urbana Norte de Sevilha - Poligono Store,37.41612,-5.956364,18,,300
Rosal de la Frontera,37.967832,-7.220338,220,,700
