Location A,Location B,Means of transport,Distance,Way,Cardinal point,Order A,Order B
Estação de Ermesinde,Estação de Trofa,Train,13.9,Linha de Braga/Linha de Guimarães/Linha do Minho - InterRegional/Regional,N,5,3
Estação de Ermida,Estação de Mirão,Train,2.4,Linha do Douro - Regional,W,1,2
Estação de Ermida,Estação de Porto de Rei,Train,3.6,Linha do Douro - Regional,E,2,1
Estação de Ermida,Estação de Rede,Train,10.6,Linha do Douro - InterRegional,E,4,3
Estação de Ermidas - Sado,Estação de Funcheira,High-Speed Train,35.1,Linha do Sul,S,3,4
Estação de Ermidas - Sado,Estação de Funcheira,Train,35.1,Linha do Sul - Intercidades,S,1,2
Estação de Ermidas - Sado,Ferreira do Alentejo,Car,29.0,N121,NE,6,4
Estação de Ermidas - Sado,Grândola,High-Speed Train,27.6,Linha do Sul,NW,4,3
Estação de Ermidas - Sado,Grândola,Train,27.6,Linha do Sul - Intercidades,NW,2,1
Estação de Ermidas - Sado,Mimosa,Car,10.9,IC1,SE,5,4
Estação de Escapães,Estação de Vila da Feira,Train,1.9,Linha do Vouga - Regional,W,2,1
Estação de Esmeriz,Estação de Lousado,Train,3.4,Linha de Braga/Linha do Minho - CP Porto,S,1,2
Estação de Esmoriz,Estação de Espinho,Train,4.9,Linha do Norte - InterRegional,N,4,4
Estação de Esmoriz,Estação de Ovar,Train,11.2,Linha de Aveiro/Linha do Norte - InterRegional/Regional,S,3,4
Estação de Esmoriz,Estação de Paramos,Train,1.4,Linha de Aveiro/Linha do Norte - CP Porto/Regional,N,2,1
Estação de Espadanal da Azambuja,Estação de Vila Nova da Rainha,Train,2.7,Linha da Azambuja/Linha do Norte - CP Lisboa,SW,1,2
Estação de Espadaneira,Estação de Taveiro,Train,2.6,Linha do Norte - Regional,W,3,4
Estação de Espinho,Estação de Espinho-Vouga,Car,0.5,,S,9,2
Estação de Espinho,Estação de Granja,Train,3.7,Linha de Aveiro/Linha do Norte - CP Porto/Regional,N,2,1
Estação de Espinho,Estação de Ovar,Train,16.1,Linha do Norte - Intercidades,S,6,6
Estação de Espinho,Estação de Paramos,Train,3.5,Linha de Aveiro/Linha do Norte - Regional,S,3,3
Estação de Espinho,Estação de Silvalde,Train,1.9,Linha de Aveiro/Linha do Norte - CP Porto,S,1,2
Estação de Espinho,Estação de Vila Nova de Gaia - Devessas,High-Speed Train,15.5,Linha do Norte,N,8,5
Estação de Espinho,Estação de Vila Nova de Gaia - Devessas,Train,15.5,Linha do Norte - Intercidades/InterRegional,N,5,3
Estação de Espinho-Vouga,Estação de Silvalde-Vouga,Train,1.8,Linha do Vouga - Regional,SE,1,2
Estação de Esqueiro,Estação de Gondarém,Train,2.9,Linha do Minho - Regional,E,2,1
Estação de Esqueiro,Estação de Seixas,Train,2.7,Linha do Minho - Regional,W,1,2
Estação de Estarreja,Estação de Ovar,Train,13.3,Linha do Norte - Intercidades/InterRegional,N,5,5
Estação de Estarreja,Estação de Salreu,Train,2.7,Linha de Aveiro/Linha do Norte - CP Porto,S,1,2
Estação de Estômbar - Lagoa,Estação de Ferragudo,Train,3.1,Linha do Algarve - Regional,SW,5,2
Estação de Estômbar - Lagoa,Estação de Silves,Train,6.0,Linha do Algarve - Regional,NE,4,5
Estação de Estômbar - Lagoa,Estômbar,Car,0.5,,N,2,1
Estação de Estômbar - Lagoa,Mexilhoeira da Carregação,Car,2.5,,W,3,2
Estação de Estômbar - Lagoa,Slide & Splash,Car,1.2,,SE,1,2
Estação de Famalicão da Nazaré,Estação de São Martinho do Porto,Train,5.0,Linha do Oeste - Regional,W,1,2
Estação de Famalicão da Nazaré,Estação de Valado-Nazaré-Alcobaça,Train,8.6,Linha do Oeste - Regional,NE,2,1
Estação de Famalicão,Estação de Mouquim,Train,2.8,Linha de Braga/Linha do Minho - CP Porto,N,2,1
Estação de Famalicão,Estação de Nine,High-Speed Train,6.8,Linha do Minho,N,6,9
Estação de Famalicão,Estação de Nine,Train,6.8,Linha de Braga/Linha do Minho - Intercidades/InterRegional/Regional,N,4,4
Estação de Famalicão,Estação de Porto - Campanhã,High-Speed Train,31.6,Linha do Minho,S,5,8
Estação de Famalicão,Estação de Trofa,Train,9.2,Linha de Braga/Linha do Minho - Intercidades/InterRegional/Regional,S,3,4
Estação de Faria,Estação de São João da Madeira,Train,2.5,Linha do Vouga - Regional,N,2,1
Estação de Faro,Estação de Loulé,High-Speed Train,15.8,Linha do Algarve,NW,5,7
Estação de Faro,Estação de Loulé,Train,15.8,Linha do Algarve - Intercidades,NW,4,5
Estação de Faro,Estação de Parque das Cidades,Train,8.1,Linha do Algarve - Regional,NW,3,3
Estação de Faro,Faro - São Pedro,Car,0.8,,E,1,3
Estação de Fatela - Penamacor,Estação de Vale de Prazeres,Train,6.3,Linha da Beira Baixa - Regional,S,1,2
Estação de Feliteira,Estação de Zibreira,Train,2.0,Linha do Oeste - Regional,S,1,2
Estação de Feria de Madrid,Estação de Mar de Cristal,Subway,2.3,Linha 8 - Metro de Madrid,W,2,1
Estação de Feria de Madrid,M-40 - Saída 5,Car,0.7,,W,3,3
Estação de Feria de Madrid,M-40 - Saída 6,Car,1.1,,S,4,3
Estação de Fernando Pó,Estação de Pegões,Train,7.0,Linha do Alentejo - Intercidades,E,1,2
Estação de Fernando Pó,Estação de Poceirão,Train,4.5,Linha do Alentejo - Intercidades,W,2,1
Estação de Ferradosa,Estação de Vargelas,Train,1.4,Linha do Douro - InterRegional/Regional,E,2,1
Estação de Ferragudo,Estação de Portimão,Train,2.0,Linha do Algarve - Regional,NW,3,4
Estação de Ferragudo,Parchal,Car,0.3,,SW,1,3
Estação de Ferrão,Estação de Pinhão,Train,7.6,Linha do Douro - InterRegional/Regional,E,2,1
Estação de Ferreiros,Estação de Mazagão,Train,1.5,Linha de Braga/Ramal de Braga - CP Porto,W,1,2
Estação de Figueira da Foz,Estação de Fontela-A,Train,1.9,Linha do Oeste - Regional/Urbanos de Coimbra,E,1,2
Estação de Figueiredo,Estação de Pinheiro da Bemposta,Car,2.3,Linha do Vouga - Transbordo Rodoviário,S,1,2
Estação de Figueiredo,Estação de Travanca-Macinhata,Car,3.3,Linha do Vouga - Transbordo Rodoviário,N,2,1
Estação de Fogueteiro,Estação de Foros de Amora,Train,2.8,Linha do Sul - Fertagus,W,2,1
Estação de Fontela,Estação de Fontela-A,Train,1.1,Linha do Oeste - Regional/Urbanos de Coimbra,W,2,1
Estação de Fontela,Estação de Lares,Train,3.6,Linha do Oeste - Regional/Urbanos de Coimbra,E,1,2
Estação de Formoselha,Estação de Pereira,Train,2.1,Linha do Norte - Regional/Urbanos de Coimbra,E,2,1
Estação de Fornos de Algodres,Estação de Gouveia,Train,7.9,Linha da Beira Alta - Regional,W,1,2
Estação de Fornos de Algodres,Estação de Mangualde,Train,23.7,Linha da Beira Alta - Intercidades,W,3,4
Estação de Francelos,Estação de Miramar,Train,1.6,Linha de Aveiro/Linha do Norte - CP Porto/Regional,S,1,2
Estação de Francelos,Estação de Valadares,Train,2.4,Linha de Aveiro/Linha do Norte - CP Porto/Regional,NE,2,1
Estação de Fratel,Estação de Ródão,Train,6.7,Linha da Beira Baixa - Regional,NE,2,1
Estação de Freineda,Estação de Miuzela,Train,15.1,Linha da Beira Alta - Regional,SW,1,2
Estação de Freixo de Numão - Mós do Douro,Estação de Pocinho,Train,8.5,Linha do Douro - InterRegional/Regional,E,2,1
Estação de Freixo de Numão - Mós do Douro,Estação de Vesúvio,Train,4.6,Linha do Douro - InterRegional/Regional,W,1,2
Estação de Fuente de la Mora,Estação de Madrid-Chamartín-Clara Campoamor,Train,2.8,Linhas C-1/C-10/CIVIS C-2 - Cercanías Madrid,SW,1,3
Estação de Fuente de la Mora,Estação de Valdebebas,Train,4.0,Linhas C-1/C-10 - Cercanías Madrid,E,2,1
Estação de Funcheira,Estação de Santa Clara - Sabóia,High-Speed Train,40.2,Linha do Sul,SW,3,9
Estação de Funcheira,Ourique,Car,16.3,,SE,5,4
Estação de Funcheira,São Martinho das Amoreiras,Car,11.6,,SW,6,5
Estação de Fungalvaz,Estação de Paialvo,Train,4.6,Linha do Norte - Regional,SE,1,2
Estação de Fuseta-A,Estação de Fuseta-Moncarapacho,Train,0.9,Linha do Algarve - Regional,N,2,4
Estação de Fuseta-A,Fuseta,Car,0.7,,NE,1,2
Estação de Fuseta-A,Olhão,Train,8.7,Linha do Algarve - Regional,SW,3,5
Estação de Fuseta-Moncarapacho,Fuseta,Car,0.8,N125-5,SE,2,1
Estação de Fuseta-Moncarapacho,Livramento,Train,2.9,Linha do Algarve - Regional,NE,3,4
Estação de Gata,Estação de Vila Fernando,Train,6.5,Linha da Beira Alta - Regional,E,2,1
Estação de General Torres,Estação de Porto - Campanhã,Train,2.8,Linha de Aveiro/Linha do Norte - CP Porto/Regional,NE,2,1
Estação de General Torres,Estação de Vila Nova de Gaia - Devessas,Train,1.0,Linha de Aveiro/Linha do Norte - CP Porto/Regional,W,1,2
Estação de Giesteira,Estação de Lordelo,Train,2.6,Linha de Guimarães - CP Porto,E,2,1
Estação de Giesteira,Estação de Vila das Aves,Train,1.7,Linha de Guimarães - CP Porto,W,1,2
Estação de Godim,Estação de Régua,Train,1.6,Linha do Douro - Regional,SE,2,1
Estação de Gondarém,Estação de Vila Nova de Cerveira,Train,2.2,Linha do Minho - Regional,NE,2,1
Estação de Gouveia,Estação de Mangualde,Train,15.8,Linha da Beira Alta - Regional,W,1,2
Estação de Guadix,Guadix,Car,1.9,,SW,1,3
Estação de Guia,Estação de Louriçal,Train,7.8,Linha do Oeste - InterRegional/Regional,N,2,1
Estação de Guia,Estação de Monte Redondo,Train,6.4,Linha do Oeste - InterRegional/Regional,SW,1,2
Estação de Guimarães,Estação de Santo Tirso,High-Speed Train,25.2,Linha de Guimarães,W,3,6
Estação de Guimarães,Estação de Vizela,Train,7.9,Linha de Guimarães - Intercidades,S,2,4
Estação de Huelva,Gibraleón,Train,17.8,Linha Zafra-Huelva - Media Distancia,N,5,1
Estação de Huelva,H-30 - Saída 15,Car,1.6,,S,2,6
Estação de Huelva,Museu de Huelva,Car,0.3,,N,3,1
Estação de Huelva,San Juan del Puerto,Train,12.4,Linha Sevilha-Huelva - Media Distancia,NE,4,1
Estação de Irivo,Estação de Oleiros,Train,1.4,Linha do Douro/Linha do Marco de Canaveses - CP Porto,N,2,1
Estação de Jerumelo,Estação de Malveira,Train,3.5,Linha do Oeste - Regional,SW,1,2
Estação de Jerumelo,Estação de Sapataria,Train,4.0,Linha do Oeste - Regional,NE,2,1
Estação de Juncal,Estação de Marco de Canaveses,Train,4.9,Linha do Douro - Regional,N,1,2
Estação de Juncal,Estação de Pala,Train,5.0,Linha do Douro - Regional,SE,2,1
Estação de Lagos,Lagos,Car,2.4,,S,4,2
Estação de Lagos,Marina de Lagos,Car,0.3,,SW,2,1
Estação de Lagos,Meia Praia,Car,3.2,,NE,3,1
Estação de Lagos,Meia Praia,Train,2.6,Linha do Algarve - Regional,NE,5,3
Estação de Lamarosa,Estação de Paialvo,Train,6.3,Linha do Norte - Regional,N,2,1
Estação de Lamarosa,Estação de Soudos - Vila Nova,Train,1.3,Ramal de Tomar - Regional,N,3,1
Estação de Lamarosa,Estação de Tomar,Train,15.0,Ramal de Tomar - InterRegional,NE,5,2
Estação de Lamarosa,Estação do Entroncamento,Train,8.1,Linha do Norte - InterRegional/Regional,S,1,2
Estação de Lapa do Lobo,Estação de Oliveirinha-Cabanas,Train,4.7,Linha da Beira Alta - Regional,SW,1,2
Estação de Lapa,Estação de Monte de Paramos,Train,2.1,Linha do Vouga - Regional,W,2,1
Estação de Lapa,Estação de Sampaio-Oleiros,Train,1.0,Linha do Vouga - Regional,E,1,2
Estação de Lardosa,Estação de Soalheira,Train,4.7,Linha da Beira Baixa - Regional,N,2,1
Estação de Leandro,Estação de São Frutuoso,Train,1.6,Linha de Braga/Linha de Guimarães/Linha do Minho - CP Porto,N,2,1
Estação de Leandro,Estação de Travagem,Train,1.7,Linha de Braga/Linha de Guimarães/Linha do Minho - CP Porto,S,1,2
Estação de Leiria,Estação de Marinha Grande,Train,10.0,Linha do Oeste - InterRegional/Regional,W,1,2
Estação de Leiria,Estação de Monte Real,Train,11.9,Linha do Oeste - InterRegional/Regional,N,2,1
Estação de Lisboa - Santa Apolónia,Gare do Oriente,High-Speed Train,6.5,Linha do Norte,N,4,12
Estação de Lisboa - Santa Apolónia,Gare do Oriente,Train,6.5,Linha do Norte - Intercidades/InterRegional/Lusitânia Comboio Hotel/Regional/Sud Expresso,N,3,6
Estação de Litém,Estação de Vermoil,Train,5.5,Linha do Norte - Regional,W,2,1
Estação de Livração,Estação de Marco de Canaveses,Train,4.8,Linha do Douro/Linha do Marco de Canaveses - CP Porto/InterRegional/Regional,SE,2,1
Estação de Livração,Estação de Recesinhos,Train,2.7,Linha do Douro/Linha do Marco de Canaveses - CP Porto,NW,1,2
Estação de Livração,Estação de Vila Meã,Train,4.6,Linha do Douro/Linha do Marco de Canaveses - Regional,NW,3,4
Estação de Louriçal,Estação de Verride,Train,7.1,Linha do Oeste/Ramal de Alfarelos - InterRegional/Regional,NE,3,3
Estação de Louro,Estação de Mouquim,Train,1.9,Linha de Braga/Linha do Minho - CP Porto,E,1,2
Estação de Louro,Estação de Nine,Train,2.1,Linha de Braga/Linha do Minho - CP Porto,N,2,1
Estação de Lousado,Estação de Santo Tirso,Train,4.9,Linha de Guimarães - CP Porto,E,3,1
Estação de Lousado,Estação de Trofa,Train,3.1,Linha de Braga/Linha de Guimarães/Linha do Minho - CP Porto,SW,1,2
Estação de Luso - Buçaco,Estação de Soito,Train,8.2,Linha da Beira Alta - Regional,E,2,1
Estação de Luso - Buçaco,Estação de Vacariça,Train,5.2,Linha da Beira Alta - Regional,SW,1,2
Estação de Macinhata do Vouga,Estação de Sernada do Vouga,Train,2.7,Linha do Vouga/Ramal de Aveiro - Regional,N,2,1
Estação de Madalena,Estação de Valadares,Train,1.5,Linha de Aveiro/Linha do Norte - CP Porto/Regional,S,1,2
Estação de Madrid-Atocha,Estação de Madrid-Puerta de Atocha,Transfer,0.0,,N,3,3
Estação de Madrid-Atocha,Estação de Recoletos,Train,2.1,Linhas C-1/C-2/C-7/C-8/C-10 - Cercanías Madrid,N,4,1
Estação de Madrid-Atocha,"Paseo de Santa María de la Cabeza, Madrid",Car,1.6,,SW,1,3
Estação de Madrid-Atocha,"Plaza del Emperador Carlos V, Madrid",Transfer,0.0,,S,2,2
Estação de Madrid-Chamartín-Clara Campoamor,Estação de Nuevos Ministerios,Train,3.1,Linhas C-1/C-2/C-7/C-8/C-10 - Cercanías Madrid,S,2,3
Estação de Madrid-Chamartín-Clara Campoamor,M-30 - Saída 2,Car,1.1,,E,1,3
Estação de Madrid-Puerta de Atocha,"Paseo de Santa María de la Cabeza, Madrid",Car,1.2,,SW,1,2
Estação de Madrid-Puerta de Atocha,"Plaza del Emperador Carlos V, Madrid",Transfer,0.0,,S,2,3
Estação de Mafra,Estação de Malveira,Train,5.1,Linha do Oeste - Regional,NE,2,1
Estação de Mafra,Estação de Pedra Furada,Train,3.3,Linha do Oeste - Regional,S,1,2
Estação de Malveira,Estação de Pêro Negro,Train,9.8,Linha do Oeste - InterRegional,NE,4,3
Estação de Malveira,Estação de Sabugo,Train,13.0,Linha do Oeste - InterRegional,S,3,3
Estação de Mangualde,Estação de Moimenta-Alcafache,Train,4.6,Linha da Beira Alta - Regional,W,1,2
Estação de Mangualde,Estação de Nelas,Train,11.3,Linha da Beira Alta - Intercidades,SW,3,4
Estação de Mangualde,Estação de Santa Comba Dão,Train,42.8,Linha da Beira Alta - Lusitânia Comboio Hotel/Sud Expresso,SW,5,5
Estação de Mar de Cristal,Estação de Pinar del Rey,Subway,0.9,Linha 8 - Metro de Madrid,W,2,1
Estação de Marco de Canaveses,Estação de Mosteirô,Train,12.3,Linha do Douro - InterRegional,SE,3,3
Estação de Marinha Grande,Estação de Martingança,Train,6.1,Linha do Oeste - InterRegional/Regional,S,1,2
Estação de Martingança,Estação de Pataias,Train,5.2,Linha do Oeste - Regional,SW,1,2
Estação de Martingança,Estação de Valado-Nazaré-Alcobaça,Train,14.0,Linha do Oeste - InterRegional,SW,3,4
Estação de Marujal,Estação de Montemor,Train,3.2,Ramal de Alfarelos - Urbanos de Coimbra,NE,2,1
Estação de Marujal,Estação de Verride,Train,2.5,Ramal de Alfarelos - Urbanos de Coimbra,W,1,2
Estação de Marvila,Estação de Roma-Areeiro,Train,2.7,Linha da Azambuja/Linha de Cintura - CP Lisboa,NW,1,2
Estação de Massamá - Barcarena,Estação de Monte Abraão,Train,2.1,Linha de Sintra - CP Lisboa,E,1,2
Estação de Mato de Miranda,Estação de Riachos-Torres Novas-Golegã,Train,8.4,Linha do Norte - Regional,NE,2,1
Estação de Mato de Miranda,Estação de Vale de Figueira,Train,9.8,Linha do Norte - Regional,SW,1,2
Estação de Mealhada,Estação de Mogofores,Train,8.6,Linha do Norte - InterRegional,N,3,3
Estação de Mealhada,Estação de Pampilhosa,Train,4.7,Linha do Norte - Intercidades/InterRegional/Regional,SE,1,2
Estação de Messines - Alte,Estação de Santa Clara - Sabóia,Train,32.0,Linha do Sul - Intercidades,NW,3,6
Estação de Messines - Alte,São Bartolomeu de Messines,Car,0.9,,NE,1,2
Estação de Messines - Alte,Tunes,Train,12.1,Linha do Sul - Intercidades,SE,2,8
Estação de Mira Sintra - Meleças,Estação de Sabugo,Train,5.1,Linha do Oeste - InterRegional/Regional,N,2,1
Estação de Mogofores,Estação de Oliveira do Bairro,Train,7.6,Linha do Norte - InterRegional,NW,4,3
Estação de Mogofores,Estação de Paraimo-Sangalhos,Train,3.9,Linha do Norte - Regional,NW,2,1
Estação de Moimenta-Alcafache,Estação de Nelas,Train,6.7,Linha da Beira Alta - Regional,SW,1,2
Estação de Moita,Estação de Penteado,Train,3.6,Linha do Alentejo/Linha do Sado - CP Lisboa,E,2,1
Estação de Moledo do Minho,Estação de Senhora da Agonia,Train,3.0,Linha do Minho - Regional,NE,2,1
Estação de Monte Abraão,Estação de Queluz - Belas,Train,0.9,Linha de Sintra - CP Lisboa,E,1,2
Estação de Monte de Lobos,Estação de Mortágua,Train,2.8,Linha da Beira Alta - Regional,SE,2,1
Estação de Monte de Lobos,Estação de Soito,Train,3.4,Linha da Beira Alta - Regional,W,1,2
Estação de Monte de Paramos,Estação de Silvalde-Vouga,Train,0.8,Linha do Vouga - Regional,NW,2,1
Estação de Monte Estoril,Estação do Estoril,Train,0.7,Linha de Cascais - CP Lisboa,E,1,2
Estação de Monte Gordo,Hortas,Car,0.9,N125,SE,1,1
Estação de Monte Gordo,Monte Gordo,Car,1.5,,S,2,1
Estação de Monte Gordo,Vila Real de Santo António,Train,2.7,Linha do Algarve - Regional,NE,4,8
Estação de Monte Real,Estação de Monte Redondo,Train,5.1,Linha do Oeste - InterRegional/Regional,N,2,1
Estação de Mortágua,Estação de Pampilhosa,Train,23.1,Linha da Beira Alta - Intercidades,W,3,5
Estação de Mortágua,Estação de Santa Comba Dão,Train,11.8,Linha da Beira Alta - Intercidades/Regional,E,2,1
Estação de Moscavide,Estação de Sacavém,Train,2.0,Linha da Azambuja/Linha do Norte - CP Lisboa,N,2,1
Estação de Moscavide,Gare do Oriente,Train,1.2,Linha da Azambuja/Linha do Norte - CP Lisboa,S,1,4
Estação de Mosteirô,Estação de Pala,Train,2.4,Linha do Douro - Regional,W,1,2
Estação de Nespereira,Estação de Vizela,Train,2.8,Linha de Guimarães - CP Porto,S,1,2
Estação de Nine,Estação de Porto - Campanhã,Train,38.4,Linha do Minho - Celta,S,7,6
Estação de Nine,Estação de Viana do Castelo,Train,42.8,Linha do Minho - Celta,NW,8,6
Estação de Nuevos Ministerios,Estação de Recoletos,Train,2.7,Linhas C-1/C-2/C-7/C-8/C-10 - Cercanías Madrid,S,2,2
Estação de Oeiras,Estação de Santo Amaro,Train,0.6,Linha de Cascais - CP Lisboa,E,1,2
Estação de Oiã,Estação de Oliveira do Bairro,Train,5.8,Linha do Norte - Regional,SE,1,2
Estação de Oiã,Estação de Quintans,Train,8.0,Linha do Norte - Regional,NW,2,1
Estação de Oleiros,Estação de Paredes,Train,1.8,Linha do Douro/Linha do Marco de Canaveses - CP Porto,NE,2,1
Estação de Oliveira de Azeméis,Estação de Santiago de Riba-Ul,Train,2.1,Linha do Vouga - Regional,NW,2,1
Estação de Oliveira de Azeméis,Estação de Ul,Car,2.7,Linha do Vouga - Transbordo Rodoviário,SW,1,2
Estação de Oliveira do Bairro,Estação de Paraimo-Sangalhos,Train,3.7,Linha do Norte - Regional,SE,1,2
Estação de Oliveira,Estação de Vila Meã,Train,2.0,Linha do Douro/Linha do Marco de Canaveses - CP Porto,SE,2,1
Estação de Outeiro,Estação de Ramalhal,Train,6.9,Linha do Oeste - InterRegional/Regional,SW,1,2
Estação de Ovar,Estação de Válega,Train,3.7,Linha de Aveiro/Linha do Norte - CP Porto,SE,1,2
Estação de Paço de Arcos,Estação de Santo Amaro,Train,2.4,Linha de Cascais - CP Lisboa,W,2,1
Estação de Paços de Brandão,Estação de Rio Meão,Train,2.0,Linha do Vouga - Regional,SE,1,2
Estação de Paços de Brandão,Estação de Sampaio-Oleiros,Train,2.6,Linha do Vouga - Regional,NW,2,1
Estação de Palmela,Estação de Setúbal,Train,4.9,Linha do Sado/Linha do Sul - CP Lisboa/Fertagus,S,2,1
Estação de Palmela,Estação de Venda do Alcaide,Train,4.0,Linha do Sado/Linha do Sul - CP Lisboa/Fertagus,NW,1,2
Estação de Pampilhosa,Estação de Souselas,Train,6.4,Linha do Norte - Regional,S,1,2
Estação de Pampilhosa,Estação de Vacariça,Train,3.6,Linha da Beira Alta - Regional,NE,3,1
Estação de Parada,Estação de Recarei-Sobreira,Train,2.7,Linha do Douro/Linha do Marco de Canaveses - CP Porto,W,1,2
Estação de Paramos,Estação de Silvalde,Train,1.6,Linha de Aveiro/Linha do Norte - CP Porto,N,2,1
Estação de Paredes,Estação de Penafiel,Train,3.0,Linha do Douro/Linha do Marco de Canaveses - CP Porto/InterRegional/Regional,E,2,1
Estação de Parque das Cidades,Mar Shopping Algarve,Car,2.5,,NW,2,4
Estação de Pataias,Estação de Valado-Nazaré-Alcobaça,Train,8.7,Linha do Oeste - Regional,S,1,2
Estação de Paúl,Estação de São Mamede,Train,3.6,Linha do Oeste - Regional,NW,2,1
Estação de Pedra Furada,Estação de Sabugo,Train,4.6,Linha do Oeste - Regional,S,1,2
Estação de Pegões,Estação de São João das Craveiras,Train,3.0,Linha do Alentejo - Intercidades,E,1,2
Estação de Pelariga,Estação de Pombal,Train,5.8,Linha do Norte - Regional,S,1,2
Estação de Pelariga,Estação de Simões,Train,4.7,Linha do Norte - Regional,N,2,1
Estação de Penalva,Pinhal Novo,Train,8.7,Linha do Sul - Fertagus,NE,1,2
Estação de Penteado,Pinhal Novo,Train,3.7,Linha do Alentejo/Linha do Sado - CP Lisboa,SE,2,3
Estação de Pereira,Estação de Taveiro,Train,7.9,Linha do Norte - Regional,E,3,3
Estação de Pereirinhas,Estação de Vizela,Train,1.6,Linha de Guimarães - CP Porto,E,2,1
Estação de Pêro Negro,Estação de Sapataria,Train,2.4,Linha do Oeste - Regional,S,1,2
Estação de Pêro Negro,Estação de Zibreira,Train,2.4,Linha do Oeste - Regional,NE,2,1
Estação de Pinhão,Estação de Tua,Train,13.1,Linha do Douro - InterRegional/Regional,E,2,1
Estação de Poceirão,Pinhal Novo,Train,15.0,Linha do Alentejo - Intercidades,W,2,5
Estação de Pombal,Estação de Vermoil,Train,8.3,Linha do Norte - Regional,S,1,2
Estação de Pombal,Estação do Entroncamento,High-Speed Train,63.3,Linha do Norte,S,6,10
Estação de Ponte de Sôr,Estação de Torre das Vargens,Train,10.9,Linha do Leste - Regional,E,2,1
Estação de Portela de Sintra,Estação de Sintra,Train,0.9,Linha de Sintra - CP Lisboa,W,2,1
Estação de Portela,Estação de São Romão,Train,2.8,Linha de Braga/Linha de Guimarães/Linha do Minho - CP Porto,S,1,2
Estação de Portela,Estação de Trofa,Train,4.1,Linha de Braga/Linha de Guimarães/Linha do Minho - CP Porto,N,2,1
Estação de Portimão,Mexilhoeira Grande,Train,8.9,Linha do Algarve - Regional,NW,5,3
Estação de Portimão,Portimão - Avenida São Lourenço da Barrosa,Car,2.1,,SW,2,4
Estação de Portimão,Universidade do Algarve - Campus de Portimão,Car,0.2,,SE,1,2
Estação de Porto - Campanhã,Estação de Porto - São Bento,Train,2.6,Linha de Aveiro/Linha de Braga/Linha de Guimarães/Linha do Marco de Canaveses/Linha do Minho - CP Porto/InterRegional/Regional,W,3,1
Estação de Porto - Campanhã,Estação de Trofa,High-Speed Train,22.3,Linha do Minho,N,9,7
Estação de Porto - Campanhã,Estação de Trofa,Train,22.3,Linha do Minho - Intercidades,N,5,5
Estação de Porto - Campanhã,Estação de Vila Nova de Gaia - Devessas,High-Speed Train,3.8,Linha do Norte,SW,7,6
Estação de Porto - Campanhã,Estação de Vila Nova de Gaia - Devessas,Train,3.8,Linha do Norte - Intercidades/InterRegional,SW,4,4
Estação de Praça do Quebedo,Estação de Praias do Sado-A,Train,4.9,Linha do Sado/Linha do Sul - CP Lisboa,E,2,1
Estação de Praça do Quebedo,Estação de Setúbal,Train,0.6,Linha do Sado/Linha do Sul - CP Lisboa,N,1,2
Estação de Praia do Ribatejo,Estação de Santa Margarida,Train,6.3,Linha da Beira Baixa - Regional,E,2,1
Estação de Ramalhal,Estação de Torres Vedras,Train,7.1,Linha do Oeste - InterRegional/Regional,SW,1,2
Estação de Reboleira,Estação de Santa Cruz - Damaia,Train,0.9,Linha de Sintra - CP Lisboa,E,1,2
Estação de Recarei-Sobreira,Estação de Trancoso,Train,2.0,Linha do Douro/Linha do Marco de Canaveses - CP Porto,W,1,2
Estação de Recarei-Sobreira,Estação de Valongo,Train,9.4,Linha do Douro/Linha do Marco de Canaveses - Regional,W,3,3
Estação de Recesinhos,Estação de Vila Meã,Train,1.9,Linha do Douro/Linha do Marco de Canaveses - CP Porto,NW,1,2
Estação de Rede,Estação de Régua,Train,9.0,Linha do Douro - InterRegional,E,4,3
Estação de Reguengo-Vale da Pedra-Pontével,Estação de Santarém,Train,20.1,Linha do Norte - InterRegional,NE,4,3
Estação de Reguengo-Vale da Pedra-Pontével,Estação de Setil,Train,2.1,Linha do Norte - Regional,NE,2,1
Estação de Reguengo-Vale da Pedra-Pontével,Estação de Vila Franca de Xira,Train,24.1,Linha do Norte - InterRegional,SW,3,6
Estação de Reguengo-Vale da Pedra-Pontével,Estação de Virtudes,Train,5.3,Linha do Norte - Regional,W,1,2
Estação de Retaxo,Estação de Sarnadas,Train,3.5,Linha da Beira Baixa - Regional,W,1,2
Estação de Reveles,Estação de Verride,Train,4.9,Ramal de Alfarelos - Urbanos de Coimbra,E,2,1
Estação de Riachos-Torres Novas-Golegã,Estação do Entroncamento,Train,4.2,Linha do Norte - Regional,NE,2,1
Estação de Rio Meão,Estação de São João de Ver,Train,3.1,Linha do Vouga - Regional,E,1,2
Estação de Rochoso,Estação de Vila Fernando,Train,5.0,Linha da Beira Alta - Regional,W,1,2
Estação de Ródão,Estação de Tojeirinha,Train,8.5,Linha da Beira Baixa - Regional,N,2,1
Estação de Ruilhe,Estação de Tadim,Train,1.7,Linha de Braga/Ramal de Braga - CP Porto,NE,2,1
Estação de Runa,Estação de Torres Vedras,Train,4.9,Linha do Oeste - Regional,W,2,1
Estação de Salir do Porto,Estação de São Martinho do Porto,Train,2.3,Linha do Oeste - Regional,NE,2,1
Estação de Sanfins,Estação de Vila da Feira,Train,0.8,Linha do Vouga - Regional,SW,1,2
Estação de Santa Clara - Sabóia,Luzianes,Car,11.3,,N,5,1
